chance_id,asin,titel,preis_eur,seitenzahl,format,veroeffentlicht,bewertung,rezensionen,bsr_roh,url,geprueft_am,fehlende_felder
"C4","B0HDLPGWXN","Prinzessin Cyrine und Luna: Das Geheimnis des Mondlichts","9.99","61",,"21. Juli 2026","5","1","Amazon Bestseller-Rang: Nr. 632.403 in Bücher (Siehe Top 100 in Bücher) Nr. 280 in Multikulturelle Geschichten & Fabeln für Kinder Nr. 2.844 in Geschichten über Drachen, Einhörner & Fabelwesen für Kinder Nr. 5.709 in Malbücher für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (1) Seitenanfang über","https://www.amazon.de/dp/B0HDLPGWXN","2026-08-24T21:46:09.519Z",""
"C4","B0H1VKL7BC","Fabian & Mauzi: Der Kristallplanet","9.62","59",,"14. Mai 2026","5","2","Amazon Bestseller-Rang: Nr. 643.527 in Bücher (Siehe Top 100 in Bücher) Nr. 1.380 in Interaktive Abenteuer für Kinder Nr. 2.878 in Geschichten über Drachen, Einhörner & Fabelwesen für Kinder Nr. 5.821 in Malbücher für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (2) Informationen zum Autor Folge ","https://www.amazon.de/dp/B0H1VKL7BC","2026-08-24T21:46:17.755Z",""
"C4","B0H1HPRNPD","Prinzessin Cyrine & ihr bester Freund Luna : Das Malbuch: Ein zauberhaftes Abenteuer zum Erzählen und Ausmalen für Mädchen ab 4 Jahren","9.62","53",,"7. Mai 2026","5","3","Amazon Bestseller-Rang: Nr. 1.283.281 in Bücher (Siehe Top 100 in Bücher) Nr. 2.475 in Interaktive Abenteuer für Kinder Nr. 4.665 in Geschichten über Drachen, Einhörner & Fabelwesen für Kinder Nr. 11.304 in Malbücher für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (3) Informationen zum Autor Fol","https://www.amazon.de/dp/B0H1HPRNPD","2026-08-24T21:46:25.876Z",""
"C4","383390819X","Basteln & Spielen mit Petronella Apfelmus - 99 zauberhafte Ideen für Herbst und Winter: Ein abwechslungsreiches Beschäftigungsbuch für Kinder ab 6 und ihre Eltern","15","144",,"25. August 2023","4.7","25","Amazon Bestseller-Rang: Nr. 61.897 in Bücher (Siehe Top 100 in Bücher) Nr. 31 in Garten für Kinder Nr. 45 in Kinderbücher über Zaubertricks Nr. 78 in Kochen & Backen für Kinder Kundenrezensionen: 4,7 4,7 von 5 Sternen (25) Informationen zum Autor Folge Autoren, um Neuigkeiten zu Veröffentlichungen u","https://www.amazon.de/dp/383390819X","2026-08-24T21:46:34.620Z",""
"C4","B0HDCJNNXL","Das knifflige Herbst Rätselbuch für Kinder ab 10 Jahren: Bunte Rätsel für die Herbstzeit von Logikrätseln und Labyrinthen bis zu Kreativrätseln, Fehlersuche, Sudoku und mehr","14.99","72",,"7. August 2026","5","7","Amazon Bestseller-Rang: Nr. 92.521 in Bücher (Siehe Top 100 in Bücher) Nr. 18 in Kinderbücher über Feiertage & Feste auf der ganzen Welt Nr. 140 in Labyrinthe für Kinder Nr. 630 in Rätselbücher für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (7) Seitenanfang über dieses Produkt Ähnlich Von der M","https://www.amazon.de/dp/B0HDCJNNXL","2026-08-24T21:46:43.125Z",""
"C4","B0GXLK9SMZ","XXL Abenteuer Beschäftigungsbuch für Kinder ab 4 Jahren - Malen, Rätseln, Zuordnen, Geschichten...: Das All-in-One Buch für Unterwegs & Reisen führt ... Märchen (XXL Abenteuer Beschäftigungsbücher)","11.95","122",,"15. April 2026","4.9","14","Amazon Bestseller-Rang: Nr. 11.456 in Bücher (Siehe Top 100 in Bücher) Nr. 28 in Labyrinthe für Kinder Nr. 239 in Malbücher für Kinder Nr. 270 in Geschenkbücher für Kinder Kundenrezensionen: 4,9 4,9 von 5 Sternen (14) Seitenanfang über dieses Produkt Ähnlich Von der Marke Rezensionen XXL Abenteuer B","https://www.amazon.de/dp/B0GXLK9SMZ","2026-08-24T21:46:51.484Z",""
"C8","3881006222","Kindergartenblock ab 4 Jahre - Verbinden, vergleichen, Fehler finden: Rätselblock ab 4 Jahre, Beschäftigung für Kinder (Übungshefte & -blöcke für Kindergarten, Vorschule, Einschulung, Band 622)","8.9","64",,"8. Oktober 2024","4.8","5523","Amazon Bestseller-Rang: Nr. 139 in Bücher (Siehe Top 100 in Bücher) Nr. 1 in Kinderbücher über Gegensätze Nr. 1 in Größe & Form für Kinder Nr. 1 in Wimmelbücher für Kinder Kundenrezensionen: 4,8 4,8 von 5 Sternen (5.523) Produktvideos Sabrina Huwald KundenbewertungSuper für die Entwicklung ❤️ von He","https://www.amazon.de/dp/3881006222","2026-08-24T21:47:26.416Z",""
"C8","3881006206","Kindergartenblock ab 4 Jahre - Das kann ich schon!: Bunter Rätselblock - Sinnvolle Beschäftigung die Spaß macht (Übungshefte & -blöcke für Kindergarten, Vorschule, Einschulung, Band 620)","8.9","64",,"17. Oktober 2024","4.8","5396","Amazon Bestseller-Rang: Nr. 1.450 in Bücher (Siehe Top 100 in Bücher) Nr. 6 in Kinderbücher über Gegensätze Nr. 10 in Farben für Kinder (Bücher) Nr. 11 in Größe & Form für Kinder Kundenrezensionen: 4,8 4,8 von 5 Sternen (5.396) Produktvideos Hauschka Verlag GmbH Sinnvolle Beschäftigung - Spaß für zu","https://www.amazon.de/dp/3881006206","2026-08-24T21:47:35.258Z",""
"C8","3881006095","Kindergartenblock ab 4 Jahre - Kombinieren, rätseln, Fehler finden: Bunter Rätselblock ab 4 Jahre, Beschäftigung für Kinder (Übungshefte & -blöcke für Kindergarten, Vorschule, Einschulung, Band 609)","8.9","64",,"4. Juni 2024","4.7","307","Amazon Bestseller-Rang: Nr. 1.480 in Bücher (Siehe Top 100 in Bücher) Nr. 13 in Größe & Form für Kinder Nr. 167 in Beschäftigungsbücher für Kinder Nr. 435 in Bildung & Nachschlagewerke für Kinder Kundenrezensionen: 4,7 4,7 von 5 Sternen (307) Produktvideos Hauschka Verlag GmbH Sinnvolle Beschäftigun","https://www.amazon.de/dp/3881006095","2026-08-24T21:47:44.078Z",""
"C8","B0GYJJ2KDV","Beschäftigung Kinder Urlaub: Sammelspaß Edition Meer: Urlaubstagebuch & Mitmachbuch 4-10 Jahre mit 22 Sammelaufgaben, Ausmalbildern, Bingo-Spielen für Strandurlaub & Autofahrt (Sammelspaß für Kinder)","12.3","77",,"23. April 2026","5","2","Amazon Bestseller-Rang: Nr. 46.971 in Bücher (Siehe Top 100 in Bücher) Nr. 191 in Interaktive Abenteuer für Kinder Nr. 399 in Rätselbücher für Kinder Nr. 730 in Malbücher für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (2) Seitenanfang über dieses Produkt Ähnlich Vom Autor Rezensionen Beschäftig","https://www.amazon.de/dp/B0GYJJ2KDV","2026-08-24T21:47:52.325Z",""
"C8","3831047332","1000 Stunden draußen: Kreative Beschäftigungen im Freien für die ganze Familie. Spielideen, Bastelanleitungen und Mikroabenteuer für jede Jahreszeit","19.95","288",,"2. Oktober 2023","4.7","6","Amazon Bestseller-Rang: Nr. 335.359 in Bücher (Siehe Top 100 in Bücher) Nr. 359 in Bäume & Wälder für Kinder Nr. 1.072 in Natur & Pflanzen Geschenkbücher Nr. 1.691 in Beziehungen (Bücher) Kundenrezensionen: 4,7 4,7 von 5 Sternen (6) Über die Autoren Folge Autoren, um Neuigkeiten zu Veröffentlichunge","https://www.amazon.de/dp/3831047332","2026-08-24T21:48:01.123Z",""
"C8","B0H65839BS","Kinder gegen Erwachsene – Das ultimative Duell-Buch: Wer wird Champion? 28 aufregende 1 gegen 1 Duelle für den Urlaub, Reisen, Regentage oder Familienfeste – Für Kinder ab 8 Jahren","15.95","136",,"16. Juni 2026","4.7","21","Amazon Bestseller-Rang: Nr. 43.692 in Bücher (Siehe Top 100 in Bücher) Nr. 5 in Reisen nach Kenia Nr. 180 in Reisen mit Kindern (Bücher) Nr. 629 in Denksport & Gedächtnisspiele Kundenrezensionen: 4,7 4,7 von 5 Sternen (21) Seitenanfang über dieses Produkt Ähnlich Von der Marke Rezensionen Kinder geg","https://www.amazon.de/dp/B0H65839BS","2026-08-24T21:48:09.477Z",""
"C8","B0HC7G4W7X","Nie wieder Langeweile! - Das bunte Mitmachbuch ab 8 Jahren: Mit kniffligen Rätseln, kreativen Aufgaben, spannenden Fun Facts u.v.m. für Kinder von ... Flüge, Restaurants oder zu Hause.","12.99","80",,"30. Juli 2026","5","4","Amazon Bestseller-Rang: Nr. 64.490 in Bücher (Siehe Top 100 in Bücher) Nr. 107 in Labyrinthe für Kinder Nr. 500 in Rätselbücher für Kinder Nr. 893 in Malbücher für Kinder Kundenrezensionen: 5,0 5,0 von 5 Sternen (4) Seitenanfang über dieses Produkt Ähnlich Von der Marke Rezensionen Nie wieder Langew","https://www.amazon.de/dp/B0HC7G4W7X","2026-08-24T21:48:17.662Z",""
"C7","3473329533","Wieso? Weshalb? Warum? junior, Band 64 - Komm mit zum Zahnarzt (Sachbuch ab 2 Jahre - mit Klappen) (junior, 64)","11.99","16",,"4. Juli 2019","4.8","875","Amazon Bestseller-Rang: Nr. 7.672 in Spielzeug (Siehe Top 100 in Spielzeug) Nr. 21 in Lernkarteikarten Nr. 946 in Schulbedarf Kundenrezensionen: 4,8 4,8 von 5 Sternen (875) Produktleitfäden und Dokumente Konformitätsbescheinigung (PDF) Produktvideos Kinderbuchkiste KundenbewertungEin Besuch beim Zah","https://www.amazon.de/dp/3473329533","2026-08-24T21:48:52.681Z",""
"C7","3910734790","Zwischen Zahnfee und Widerworten: Die Wackelzahnpubertät bei Kindern von 6–8 Jahren verstehen und gelassen begleiten – für weniger Streit, mehr Vertrauen und eine starke Eltern-Kind-Bindung","22.9","124",,"29. Juni 2026","5","11","Amazon Bestseller-Rang: Nr. 61.437 in Bücher (Siehe Top 100 in Bücher) Nr. 7 in Reisen nach Kenia Nr. 51 in Pubertät aus Elternsicht Nr. 146 in Eltern-Kind-Beziehung Kundenrezensionen: 5,0 5,0 von 5 Sternen (11) Informationen zum Autor Folge Autoren, um Neuigkeiten zu Veröffentlichungen und verbesse","https://www.amazon.de/dp/3910734790","2026-08-24T21:49:01.094Z",""
"C7","B0DPDR58S6","Bereit für meinen Zahnarztbesuch: Ein Buch über den Zahnarztbesuch für Kinder","14.97","39",,"1. Dezember 2024",,,"Amazon Bestseller-Rang: Nr. 259.025 in Bücher (Siehe Top 100 in Bücher) Nr. 34 in Kinderbücher über körperliche Behinderungen Nr. 88 in Literatur über Krankheiten & körperliche Erkrankungen für Kinder Nr. 100 in Zähne & Zahnpflege (Bücher) Informationen zum Autor Folge Autoren, um Neuigkeiten zu Ver","https://www.amazon.de/dp/B0DPDR58S6","2026-08-24T21:49:09.506Z","bewertung rezensionen"
"C7","3551087008","LESEMAUS 56: Conni geht zur Zahnärztin (56): Mit GRATIS Mitmach-Zeitschrift","3.99","24",,"31. August 2017","4.8","580","Amazon Bestseller-Rang: Nr. 2.900 in Bücher (Siehe Top 100 in Bücher) Nr. 17 in Kinderbücher über den Arztbesuch Nr. 31 in Gesundheits- & Medikamentenratgeber Nr. 44 in Kinderbücher über neue Erfahrungen Kundenrezensionen: 4,8 4,8 von 5 Sternen (580) Über die Autoren Folge Autoren, um Neuigkeiten zu","https://www.amazon.de/dp/3551087008","2026-08-24T21:49:18.292Z",""
"C7","398538200X","Mein Besuch beim Zahnarzt: Eine Mutmachgeschichte für Kinder über Zähne, Zahnputzen und den ersten Zahnarztbesuch (Meine Mutmachgeschichte: Arztbesuch, Krankheit & Körper, Band 1)","12.01","25",,"1. Juni 2026","5","6",,"https://www.amazon.de/dp/398538200X","2026-08-24T21:49:26.725Z","bsr"
"C7","383104757X","Aufgeklappt und viel entdeckt! Beim Zahnarzt: Erstes Kindersachbuch über Zähne, Zähneputzen und den Besuch beim Zahnarzt. Ein Pappbilderbuch mit 50 Klappen. Für Kinder ab 3 Jahren","14.95","14",,"31. Juli 2023","4.8","11","Amazon Bestseller-Rang: Nr. 244.102 in Bücher (Siehe Top 100 in Bücher) Nr. 443 in Berufe für Kinder Nr. 555 in Unser Körper für Kinder Nr. 583 in Kinderbücher über den Arztbesuch Kundenrezensionen: 4,8 4,8 von 5 Sternen (11) Informationen zum Autor Folge Autoren, um Neuigkeiten zu Veröffentlichunge","https://www.amazon.de/dp/383104757X","2026-08-24T21:49:35.545Z",""
"C7","375760220X","Zähne putzen mit Börle: Das magische Zahnputzbuch zum Mitmachen mit den schönsten Zahnputzgeschichten für Kinder, um das richtige Zähneputzen ... inkl. gratis Audio-Dateien (Börles Abenteuer)","15.9","74",,"17. Oktober 2024","4.7","36","Amazon Bestseller-Rang: Nr. 549.577 in Bücher (Siehe Top 100 in Bücher) Nr. 66 in Kinderbücher über persönliche Hygiene Nr. 262 in Ernährung für Kleinkinder (Bücher) Nr. 802 in Literatur über das tägliche Leben von Kindern Kundenrezensionen: 4,7 4,7 von 5 Sternen (36) Seitenanfang über dieses Produk","https://www.amazon.de/dp/375760220X","2026-08-24T21:49:44.402Z",""
